winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,maridaje
Dominio Fournier,Reserva,2014,4.3,59,Espana,Ribera del Duero,23.77,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,N.V.,4.3,57,Espana,Cataluna,27.11,Unknown,4.0,3.0,unknown
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,57,Espana,Rioja,42.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Dalmau Rioja,2002,4.3,57,Espana,Rioja,75.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Valderiz,Tomas Esteban,2010,4.3,57,Espana,Ribera del Duero,68.99,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Tridente,Prieto Picudo,2018,4.3,57,Espana,Castilla y Leon,21.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Neton,Garnacha Tintorera,2017,4.3,57,Espana,Castilla y Leon,13.237545,Red,4.0,3.0,"Carnes, pastas, quesos"
Finca Torremilanos,Penalba Lopez Blanco,2019,4.3,57,Espana,Castilla y Leon,13.65,Unknown,4.0,3.0,unknown
Enate,Cabernet,2012,4.3,57,Espana,Somontano,23.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Pradorey,El Cuentista,2018,4.3,57,Espana,Ribera del Duero,17.9,Unknown,4.0,3.0,unknown
Vall Llach,Porrera Vi de Vila,2018,4.3,56,Espana,Priorato,49.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,56,Espana,Priorato,348.85,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018,4.3,56,Espana,Alicante,11.95,Unknown,4.0,3.0,unknown
Valderiz,Juegabolos,2017,4.3,56,Espana,Ribera del Duero,28.6,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Abadal,3.9,2018,4.3,56,Espana,Pla de Bages,21.3,Red,4.0,3.0,"Carnes, pastas, quesos"
Raul Perez,Sketch,2019,4.3,56,Espana,Rias Baixas,44.95,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Portal del Priorat,Clos del Portal Somni,2008,4.3,55,Espana,Priorato,36.3,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Baigorri,De Garage Rioja,2017,4.3,55,Espana,Rioja,32.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Cartoixa de Montsalvat,Montsalvat,2007,4.3,54,Espana,Priorato,39.712635,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Clos Galena,Galena,2018,4.3,54,Espana,Priorato,17.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodega Ribas,Sio Negre,2019,4.3,53,Espana,Mallorca,39.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Allende,Aurus,2001,4.3,53,Espana,Rioja,140.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Enate,Chardonnay Uno,2012,4.3,53,Espana,Somontano,249.95,Chardonnay,4.0,3.0,"Pescados, aves, quesos"
El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,53,Espana,Ribera del Duero,28.83,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Finca Villacreces,Nebro Ribera del Duero,2013,4.3,53,Espana,Ribera del Duero,196.29,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,53,Espana,Otazu,28.4,Chardonnay,4.0,3.0,"Pescados, aves, quesos"
Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,53,Espana,Rueda,14.5,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,53,Espana,Rioja,260.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Toro Albala,Don PX Pedro Ximenez,1999,4.3,52,Espana,Montilla-Moriles,36.9,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,4.3,52,Espana,Costers del Segre,25.8,Unknown,4.0,3.0,unknown
Anibal de Otero,Vina Centenaria Mencia,2014,4.3,52,Espana,Bierzo,38.0,Mencia,3.0,3.0,"Carnes, guisos, embutidos"
Familia Torres,Grans Muralles,2017,4.3,52,Espana,Conca de Barbera,137.75,Red,4.0,3.0,"Carnes, pastas, quesos"
Costers del Siurana,Clos de L'Obac,2009,4.3,51,Espana,Priorato,79.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodegas San Roman,Malvasia,2017,4.3,51,Espana,Castilla,41.5,Unknown,4.0,3.0,unknown
Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,51,Espana,Castilla,24.5,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Cervoles,Estrats,2012,4.3,51,Espana,Costers del Segre,68.55,Red,4.0,3.0,"Carnes, pastas, quesos"
Scala Dei,Masdeu,2016,4.3,51,Espana,Priorato,81.35,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,50,Espana,Ribera del Duero,121.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vizcarra,Celia,2014,4.3,50,Espana,Ribera del Duero,79.98,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Caceres,Gaudium,1998,4.3,50,Espana,Rioja,60.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Barahonda,Summum Monastrell,2019,4.3,50,Espana,Yecla,13.99,Monastrell,5.0,3.0,"Carnes rojas, embutidos"
Mas Doix,Doix,2002,4.3,49,Espana,Priorato,195.52,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Altos del Enebro,Finca La Herradura,2014,4.3,49,Espana,Ribera del Duero,68.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Pago de Larrainzar,Reserva Especial,2014,4.3,49,Espana,Navarra,16.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Albamar,Alma de Mar Albarino,2019,4.3,49,Espana,Rias Baixas,27.5,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Williams & Humbert,Canasta 20 Anos Cream,N.V.,4.3,49,Espana,Jerez-Xeres-Sherry,29.25,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Pujanza,Rioja Anadas Frias,2016,4.3,49,Espana,Rioja,75.0,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Finca Rio Negro,5o Ano,2016,4.3,49,Espana,La Mancha,23.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Oxer Wines,Suzzane Rioja,2019,4.3,48,Espana,Rioja,34.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,48,Espana,Rioja,532.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,48,Espana,Ribera del Duero,95.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Can Bas,Monreal,2015,4.3,48,Espana,Penedes,44.1,Red,4.0,3.0,"Carnes, pastas, quesos"
Atlantida,Blanco,2019,4.3,48,Espana,Cadiz,17.7,Unknown,4.0,3.0,unknown
Atlan & Artisan,8 Vents Mallorca,2019,4.3,47,Espana,Mallorca,18.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Venus la Universal,Venus,2017,4.3,47,Espana,Montsant,35.35,Montsant Red,4.0,3.0,"Carnes rojas, caza"
La Rioja Alta,Gran Reserva 890,1981,4.3,47,Espana,Rioja,270.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,46,Espana,Emporda,34.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,46,Espana,Priorato,348.85,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Lar de Paula,Tempranillo Reserva,2012,4.3,46,Espana,Rioja,14.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,46,Espana,Ribera del Duero,39.7,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,46,Espana,Cava,75.5,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,45,Espana,Rioja,189.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Luis Canas,Rioja Gran Reserva,2016,4.3,45,Espana,Rioja,21.01,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Val,Albarino Sobre Lias,2015,4.3,45,Espana,Rias Baixas,23.9,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Tres Piedras,Nobbis,2019,4.3,45,Espana,Ribera del Duero,12.8,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,45,Espana,Castilla y Leon,39.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Javi Revert,Sensal,2020,4.3,45,Espana,Valencia,22.35,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,45,Espana,Rueda,27.25,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Alta Alella,Blanc de Neu,2016,4.3,45,Espana,Alella,16.99,Sparkling,2.0,3.0,"Aperitivos, postres, mariscos"
Contino,Reserva,1995,4.3,45,Espana,Rioja,55.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Terras Gauda,La Mar,2019,4.3,45,Espana,Rias Baixas,21.5,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,4.3,44,Espana,Bierzo,106.92,Mencia,3.0,3.0,"Carnes, guisos, embutidos"
Lambuena,Vinas Viejas,2014,4.3,44,Espana,Ribera del Duero,37.065126,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,44,Espana,Ribera del Duero,38.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Luis Perez,Fino La Barajuela,2016,4.3,44,Espana,Andalucia,69.95,Unknown,4.0,3.0,unknown
Marco Abella,Clos Abella Seleccion Especial,2016,4.3,44,Espana,Priorato,43.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,44,Espana,Rioja,36.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Familia Torres,Reserva Real,1998,4.3,43,Espana,Penedes,213.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Attis,Attis Embaixador Albarino,2018,4.3,43,Espana,Rias Baixas,21.89,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Miguel Merino,Vitola Reserva,2016,4.3,42,Espana,Rioja,21.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
San Cobate,San Cucufate Monasterio,2017,4.3,42,Espana,Ribera del Duero,33.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Pazo Senorans,Tras Los Muros Albarino,2017,4.3,42,Espana,Rias Baixas,38.0,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Avancia,Godello,2020,4.3,42,Espana,Valdeorras,24.77,Unknown,4.0,3.0,unknown
Carlos Moro,CM Tinto,2017,4.3,42,Espana,Rioja,17.75,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018,4.3,41,Espana,Valdejalon,40.9,Unknown,4.0,3.0,unknown
Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,40,Espana,Rioja,52.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Terra Remota,Clos Adrien,2016,4.3,40,Espana,Emporda,48.91,Red,4.0,3.0,"Carnes, pastas, quesos"
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,4.3,40,Espana,Priorato,27.1,Unknown,4.0,3.0,unknown
Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,40,Espana,Rioja,58.25,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Santa Petronila,Oloroso En Rama,N.V.,4.3,40,Espana,Jerez-Xeres-Sherry,24.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Jimenez-Landi,El Reventon Cebreros,2016,4.3,40,Espana,Castilla y Leon,67.95,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,N.V.,4.3,40,Espana,Jerez-Xeres-Sherry,74.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Chivite,Navarra Vendimia Tardia Coleccion 125,2018,4.3,39,Espana,Navarra,25.95,Unknown,4.0,3.0,unknown
Espectacle del Montsant,Tinto,2018,4.3,39,Espana,Montsant,119.0,Montsant Red,4.0,3.0,"Carnes rojas, caza"
Gallina de Piel,Manar dos Seixas,2019,4.3,38,Espana,Ribeiro,13.5,Unknown,4.0,3.0,unknown
Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010,4.3,38,Espana,Rioja,51.45,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Cartoixa de Montsalvat,Montsalvat,2005,4.3,38,Espana,Priorato,56.27,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Arid,Eolic Sauvignon Blanc,2016,4.3,38,Espana,Penedes,11.65,Sauvignon Blanc,3.0,3.0,"Pescados, mariscos, ensaladas"
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,4.3,38,Espana,Toro,32.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Jimenez-Landi,Cantos del Diablo,2018,4.3,38,Espana,Mentrida,197.0,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Bodegas Reyes,Teofilo Reyes Crianza,2019,4.3,38,Espana,Ribera del Duero,14.71,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018,4.3,38,Espana,Alicante,16.45,Unknown,4.0,3.0,unknown
Hugas de Batlle,Falguera,2009,4.3,38,Espana,Emporda,53.55,Red,4.0,3.0,"Carnes, pastas, quesos"
Atlan & Artisan,Epistem No. 3,2016,4.3,38,Espana,Yecla,18.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Telmo Rodriguez,Molino Real,2015,4.3,38,Espana,Malaga,53.3,Unknown,4.0,3.0,unknown
Bodegas Arrocal,Angel Ribera del Duero,2015,4.3,37,Espana,Ribera del Duero,31.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Buil & Gine,Pleret,2012,4.3,37,Espana,Priorato,55.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,4.3,37,Espana,Ribeiro,40.75,Red,4.0,3.0,"Carnes, pastas, quesos"
Castell del Remei,Costers Del Segre 1780,2017,4.3,37,Espana,Costers del Segre,22.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Vizcarra,Ines,2010,4.3,37,Espana,Ribera del Duero,76.87,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vizcarra,Ines,2014,4.3,37,Espana,Ribera del Duero,79.98,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Valdubon,Honoris,2005,4.3,37,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Emilio Moro,La Revelia Godello,2019,4.3,37,Espana,Bierzo,21.65,Unknown,4.0,3.0,unknown
Altanza,Club Rioja Reserva,2012,4.3,36,Espana,Rioja,20.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013,4.3,36,Espana,Ribera del Duero,243.8,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Artadi,La Morera de San Lazaro,2016,4.3,36,Espana,Vino de Espana,80.0,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Real de Asua,Tinto,2000,4.3,36,Espana,Rioja,60.4,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Artadi,Quintanilla,2016,4.3,35,Espana,Vino de Espana,65.9,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Taron,Reserva,2014,4.3,35,Espana,Rioja Alta,10.2,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Sebio,Salvaxe,2018,4.3,35,Espana,Ribeiro,26.75,Unknown,4.0,3.0,unknown
R. Lopez de Heredia,Vina Tondonia Reserva,2014,4.3,35,Espana,Rioja,47.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Gramona,Vi De Glass Gewurztraminer,2017,4.3,35,Espana,Cataluna,18.58,Unknown,4.0,3.0,unknown
Goyo Garcia Viadero,Finca Los Quemados,2016,4.3,35,Espana,Ribera del Duero,27.7,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Reyes,Teofilo Reyes Crianza,2018,4.3,35,Espana,Ribera del Duero,11.94,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Caceres,Rioja Reserva,1985,4.3,35,Espana,Rioja,45.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Santiago Ruiz,Albarino (O Rosal),2021,4.3,35,Espana,Rias Baixas,13.45,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Terroir Al Limit Soc. Lda,Les Manyes,2017,4.3,35,Espana,Priorato,180.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Pujanza,Rioja,2005,4.3,34,Espana,Rioja,29.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Mauro Estevez,Vino de Autor Ribeiro Blanco,2020,4.3,34,Espana,Ribeiro,15.9,Unknown,4.0,3.0,unknown
Finca Valpiedra,Rioja Reserva,1994,4.3,34,Espana,Rioja,65.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Mas Bertran,Argila Reserva 3 Anys Brut Nature,2013,4.3,34,Espana,Penedes,21.6,Sparkling,2.0,3.0,"Aperitivos, postres, mariscos"
Bodegas Gama,Octogenarius,2014,4.3,34,Espana,Rioja,46.5,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Edetaria,Finca La Pedrissa,2015,4.3,34,Espana,Terra Alta,37.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Hacienda Zorita Natural Reserve,Magister,2017,4.3,35,Espana,Arribes,35.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Valtravieso,Ribera del Duero Vendimia Seleccionada VT,2018,4.3,34,Espana,Ribera del Duero,27.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Ton Rimbau,Porcellanic VI Xarel-lo Sur Lie,2011,4.3,33,Espana,Penedes,110.47,Unknown,4.0,3.0,unknown
Can Xanet,Sibila,2017,4.3,33,Espana,Mallorca,32.46,Red,4.0,3.0,"Carnes, pastas, quesos"
Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015,4.3,33,Espana,Emporda,15.56,Red,4.0,3.0,"Carnes, pastas, quesos"
A Coroa,200 Cestos Godello,2020,4.3,33,Espana,Valdeorras,23.7,Unknown,4.0,3.0,unknown
Sebio,Heaven & Hell,2017,4.3,32,Espana,Galicia,18.5,Unknown,4.0,3.0,unknown
Celler de Capcanes,Cabrida Montsant,2018,4.3,32,Espana,Montsant,36.85,Montsant Red,4.0,3.0,"Carnes rojas, caza"
Alonso & Pedrajo,Suane Blanco,2017,4.3,32,Espana,Rioja,23.9,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Bodegas Amaren,Garnacha,2014,4.3,32,Espana,Rioja,38.0,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Jimenez-Landi,Cantos del Diablo,2017,4.3,33,Espana,Mentrida,101.01,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Bodegas Ochoa,Vendimia Tardia Moscatel,2020,4.3,32,Espana,Navarra,13.75,Unknown,4.0,3.0,unknown
Mandia Vell,Pinot Noir,2017,4.3,31,Espana,Mallorca,29.38,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodega Juan Carlos Sancha,Cerro La Isa Blanco,2018,4.3,31,Espana,Rioja,44.9,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Valdecuevas,Cuvee Verdejo,2018,4.3,31,Espana,Rueda,12.0,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Algueira,Anadelia,2015,4.3,31,Espana,Ribeira Sacra,38.5,Unknown,4.0,3.0,unknown
Sebio,Salvaxe,2017,4.3,31,Espana,Ribeiro,28.35,Unknown,4.0,3.0,unknown
Telmo Rodriguez,Tabuerniga,2018,4.3,31,Espana,Rioja,65.22,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Mocen,Seleccion Especial Verdejo,2021,4.3,32,Espana,Rueda,6.26,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Estones,Coster d'en Fornos,2017,4.3,31,Espana,Montsant,40.55,Montsant Red,4.0,3.0,"Carnes rojas, caza"
Bodega Tameran,Malvasia Volcanica,2020,4.3,31,Espana,Gran Canaria,31.9,Unknown,4.0,3.0,unknown
Inurrieta,Laderas de Inurrieta,2017,4.3,30,Espana,Navarra,26.1,Red,4.0,3.0,"Carnes, pastas, quesos"
Telmo Rodriguez,El Velado Tinto,2017,4.3,30,Espana,Rioja,73.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Trus,Pico de Luyas,2018,4.3,30,Espana,Ribera del Duero,48.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Flor de Chasna,Blanco Afrutado,2020,4.3,30,Espana,Abona,11.99,Unknown,4.0,3.0,unknown
Lagar de Sabariz,A Pita Cega,2015,4.3,30,Espana,Galicia,44.8,Unknown,4.0,3.0,unknown
Mestres,Mas Via Gran Reserva Brut,2002,4.3,29,Espana,Cava,76.17,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Muga,Prado Enea Gran Reserva,1970,4.3,29,Espana,Rioja,120.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Campillo,Finca Cuesta Clara Raro Reserva,2016,4.3,29,Espana,Rioja,39.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Naia,Naiades,2018,4.3,29,Espana,Rueda,19.03,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
AGE,Fuenmayor Gran Reserva,1959,4.3,29,Espana,Rioja,230.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Dalmau Rioja,1996,4.3,29,Espana,Rioja,110.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Riscal,Rioja Reserva,1964,4.3,29,Espana,Rioja,310.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Navajas,Mirador de Navajas Reserva Rioja,2011,4.3,29,Espana,Rioja,28.7550102072719,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Altanza,Coleccion Roberto Amillo Amontillado,N.V.,4.3,29,Espana,Jerez Amontillado,39.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Alvaro Domecq,1730 Amontillado,N.V.,4.3,29,Espana,Jerez Amontillado,34.65,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Allende,Aurus,2011,4.3,29,Espana,Rioja,211.92,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,4.3,28,Espana,Rioja,43.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vinyes del Terrer,Nus del Terrer,2016,4.3,28,Espana,Tarragona,25.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Cepas Familiares,Nivel,2018,4.3,28,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Faustino,I Gran Reserva,1968,4.3,28,Espana,Rioja,160.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio de Loalva,Seleccion Especial,2016,4.3,28,Espana,Ribera del Duero,32.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
El Regajal,Galia Clos Santuy,2017,4.3,28,Espana,Castilla y Leon,74.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Ysios,Seleccion,2016,4.3,28,Espana,Rioja,30.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Antidoto,Le Rose,2018,4.3,28,Espana,Ribera del Duero,49.0,Unknown,4.0,3.0,unknown
Zifar,Pago de las Sabinas,2016,4.3,28,Espana,Ribera del Duero,39.55,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Romate,Old & Plus Oloroso,N.V.,4.3,28,Espana,Jerez Oloroso,45.0,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Altanza,Coleccion Roberto Amillo Palo Cortado,N.V.,4.3,27,Espana,Jerez-Xeres-Sherry,47.7,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Volver,Alicante Bouschet by Tarima,2018,4.3,27,Espana,Alicante,14.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Marques de Riscal,Rioja Gran Reserva,2016,4.3,27,Espana,Rioja,46.45,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Rodriguez de Vera,Tinto,2017,4.3,27,Espana,Almansa,15.45,Red,4.0,3.0,"Carnes, pastas, quesos"
Bordalas Garcia,Gueta-Lupia,2011,4.3,27,Espana,Priorato,31.75,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Sierra Cantabria,Amancio,2002,4.3,27,Espana,Rioja,110.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodega Tameran,Marmajuelo,2020,4.3,27,Espana,Gran Canaria,29.75,Unknown,4.0,3.0,unknown
Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016,4.3,27,Espana,Cava,18.5,Cava,2.0,3.0,"Aperitivos, mariscos, postres"
Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016,4.3,26,Espana,Ribera del Duero,19.8563175,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Habla,No. 23,2017,4.3,26,Espana,Extremadura,23.1,Red,4.0,3.0,"Carnes, pastas, quesos"
Jimenez-Landi,Las Iruelas El Tiemblo,2018,4.3,26,Espana,Castilla y Leon,97.07,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Loess,Tinto,2019,4.3,26,Espana,Ribera del Duero,8.57,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Jimenez-Landi,Cantos del Diablo,2016,4.3,26,Espana,Mentrida,67.95,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Javier Sanz Viticultor,V Dulce de Invierno,2018,4.3,26,Espana,Castilla y Leon,17.74,Unknown,4.0,3.0,unknown
Dominio de Anza,Diego Magana,2020,4.3,26,Espana,Rioja,37.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
